customerID,gender,Birthdate ,MartialStatus,Dependents,EducationLevel,Income,CityID
9894-EZEWG,Female,1/13/1950,Married,0,University,900,38
1193-RTSLK,Female,7/7/1950,Single,0,University,900,12
7054-LGEQW,Female,4/13/1951,Single,1,Collage,900,44
8313-KTIHG,Male,6/8/1954,Divorced,0,Collage,900,8
4592-IWTJI,Female,6/19/1986,Divorced,1,Collage,900,6
2830-LEWOA,Male,1/8/1992,Divorced,1,University,900,13
3295-YVUSR,Male,11/30/2005,Single,0,High school,900,34
1470-PSXNM,Male,7/11/1980,Married,1,University,900,36
2799-ARNLO,Female,7/10/1954,Divorced,4,University,900,7
5061-PBXFW,Female,9/10/1954,Married,1,Collage,900,37
3745-HRPHI,Male,7/30/1962,Married,1,Collage,900,13
5392-AKEMH,Female,3/16/1951,Single,0,Collage,900,15
2027-DNKIV,Male,2/21/1953,Married,1,Collage,900,23
2400-XIWIO,Female,11/7/1984,Divorced,0,Collage,900,20
6892-BOGQE,Female,3/27/1986,Married,0,High school,900,48
2294-SALNE,Male,12/28/1994,Married,5,University,900,45
9453-PATOS,Female,3/13/1955,Divorced,0,Collage,900,45
5533-NHFRF,Male,7/9/1959,Single,0,Collage,900,11
8929-KSWIH,Male,2/17/1969,Married,0,University,900,39
5950-AAAGJ,Male,10/26/1991,Single,0,University,900,25
2144-ESWKO,Male,7/25/2001,Single,0,Collage,900,2
0270-THENM,Male,7/25/1953,Divorced,1,Collage,900,29
3212-KXOCR,Male,9/1/1953,Married,1,High school,900,45
5093-FEGLU,Female,11/3/1977,Married,0,High school,900,42
0407-BDJKB,Male,7/16/1955,Divorced,0,University,900,41
1136-XGEQU,Female,3/28/1957,Married,1,Collage,900,29
1120-BMWUB,Female,3/25/1986,Single,0,Collage,900,8
9036-CSKBW,Female,1/29/1955,Married,4,University,900,40
7594-LZNWR,Male,2/24/1976,Divorced,0,University,900,37
8884-FEEWR,Male,3/11/1978,Divorced,0,High school,900,16
2330-PQGDQ,Male,4/19/1989,Married,1,University,900,21
1732-FEKLD,Female,10/9/1961,Single,0,University,900,33
4636-QRJKY,Female,12/21/1963,Married,2,University,900,48
6261-LHRTG,Female,3/16/1969,Married,0,Collage,900,14
5854-KSRBJ,Male,11/30/1977,Married,1,High school,900,3
3138-BKYAV,Male,6/3/2004,Single,3,Collage,900,35
2087-QAREY,Female,6/11/1974,Married,0,Collage,900,18
3498-LZGQZ,Male,3/19/1982,Married,3,High school,900,29
3088-LHEFH,Female,8/30/1982,Married,0,University,900,21
5568-DMXZS,Female,8/4/1988,Divorced,0,Collage,900,41
4822-LPTYJ,Male,9/8/1967,Divorced,0,University,900,23
7881-EVUAD,Female,7/4/1979,Divorced,3,Collage,900,50
6402-ZFPPI,Female,11/25/2004,Single,0,Collage,900,30
3967-VQOGC,Female,9/4/1950,Married,1,High school,900,7
8221-HVAYI,Male,3/2/1952,Married,3,Collage,900,15
7064-FRRSW,Male,2/20/1983,Married,1,University,900,31
5647-URDKA,Male,10/30/1987,Divorced,1,High school,900,29
4973-MGTON,Female,3/16/1954,Divorced,0,Collage,900,27
2202-OUTMO,Female,5/8/1978,Married,1,Collage,900,44
2731-GJRDG,Female,11/24/1951,Divorced,4,University,900,18
7073-QETQY,Male,7/10/1972,Married,5,High school,900,12
5214-NLTIT,Male,4/4/1955,Divorced,1,University,900,12
1552-AAGRX,Female,1/20/1962,Divorced,0,University,900,6
7343-EOBEU,Male,7/14/1983,Divorced,1,High school,900,27
2587-YNLES,Female,10/14/1953,Divorced,1,High school,900,15
8173-RXAYP,Female,9/22/1955,Divorced,1,High school,900,48
1177-XZBJL,Male,7/4/1973,Married,1,Collage,900,44
0428-AXXLJ,Male,1/17/1995,Single,0,High school,900,18
6094-ZIVKX,Female,1/9/1950,Married,0,Collage,900,25
2504-DSHIH,Male,6/26/1952,Married,1,University,900,3
3620-EHIMZ,Female,6/29/1977,Married,1,High school,900,6
6719-OXYBR,Male,7/9/1955,Married,0,University,900,1
9323-HGFWY,Female,6/19/1969,Married,1,University,900,7
4710-FDUIZ,Male,12/29/1977,Divorced,2,University,900,32
3301-VKTGC,Male,1/8/1996,Divorced,1,University,900,5
9053-JZFKV,Male,3/18/1955,Married,0,University,900,25
3402-XRIUO,Female,7/22/1980,Married,4,Collage,900,33
0847-HGRML,Male,9/8/1961,Single,1,High school,900,45
4134-BSXLX,Male,3/25/1970,Married,4,Collage,900,14
6416-JNVRK,Female,4/18/1977,Married,4,Collage,900,9
8734-DKSTZ,Female,12/18/1992,Married,5,University,900,16
7824-PANSQ,Male,10/22/2003,Single,0,Collage,900,39
0716-BQNDX,Male,9/12/1953,Divorced,0,University,900,33
2565-JSLRY,Male,1/22/1986,Single,0,High school,900,4
4376-KFVRS,Male,1/5/1950,Divorced,4,University,900,45
2988-PLAHS,Female,2/12/1954,Married,3,Collage,900,46
5276-KQWHG,Female,8/6/1957,Married,0,University,900,35
0962-CQPWQ,Female,6/4/1969,Married,1,High school,900,18
8645-KWHJO,Male,7/31/1985,Married,4,Collage,900,40
4835-YSJMR,Male,10/31/1992,Married,3,Collage,900,33
2107-FBPTK,Female,1/23/1952,Married,0,University,900,37
7047-YXDMZ,Male,9/8/2004,Single,4,High school,900,5
0122-OAHPZ,Female,4/12/1951,Divorced,3,University,900,36
6859-QNXIQ,Female,5/29/1975,Divorced,2,University,900,15
2810-FTLEM,Female,5/9/1993,Single,0,Collage,900,23
5318-IXUZF,Female,6/20/1950,Divorced,4,University,900,21
8219-VYBVI,Male,2/1/1971,Married,1,High school,900,10
9332-GYWLO,Female,3/5/1978,Divorced,1,Collage,900,50
0222-CNVPT,Male,6/5/1954,Married,3,Collage,900,23
6614-VBEGU,Female,10/5/1963,Married,2,Collage,900,48
5663-QBGIS,Male,10/6/1960,Divorced,5,University,900,3
8627-EHGIP,Male,5/19/1952,Divorced,0,Collage,900,5
4280-DLSHD,Male,1/7/1984,Divorced,0,Collage,900,33
9548-ZMVTX,Male,8/29/1994,Divorced,1,University,900,4
1932-UEDCX,Male,1/13/1993,Married,0,University,950,10
5118-MUEYH,Female,5/5/1955,Divorced,0,University,950,21
4472-VESGY,Female,12/9/1960,Married,5,University,950,16
4310-KEDTB,Female,1/18/1992,Single,1,Collage,950,33
2709-UQGNP,Male,9/10/1981,Single,0,Collage,950,38
4547-LYTDD,Female,1/21/1956,Divorced,1,University,950,14
5583-SXDAG,Male,7/3/1959,Divorced,2,University,950,31
2017-CCBLH,Female,11/28/2000,Single,1,High school,950,17
3733-LSYCE,Female,9/23/1999,Married,1,University,950,16
0431-APWVY,Female,9/1/1954,Married,1,University,950,28
7164-BPTUT,Male,12/14/1987,Married,1,Collage,950,18
2668-TZSPS,Male,8/13/1992,Divorced,0,High school,950,27
8748-HFWBO,Male,4/9/1951,Divorced,1,High school,950,50
3521-SYVOR,Female,4/13/1951,Single,0,Collage,950,8
8402-OOOHJ,Female,7/12/1951,Divorced,2,High school,950,23
1342-JPNKI,Male,7/25/1950,Divorced,2,University,950,19
6370-ZVHDV,Female,9/4/1950,Married,0,High school,950,19
5928-QLDHB,Male,1/3/1959,Divorced,0,University,950,33
8194-PEEBY,Female,7/3/1963,Married,1,High school,950,3
1320-REHCS,Male,9/18/1996,Single,2,University,950,33
5569-KGJHX,Female,4/8/1981,Married,1,University,950,13
8996-ZROXE,Male,1/16/1984,Divorced,0,Collage,950,5
6194-HBGQN,Male,5/7/1991,Divorced,0,Collage,950,5
4472-LVYGI,Female,12/6/1971,Divorced,2,Collage,950,48
6358-LYNGM,Male,10/20/1991,Married,4,University,950,38
4374-YMUSQ,Male,5/13/1970,Divorced,2,University,950,44
1066-JKSGK,Male,3/22/1987,Single,2,High school,950,8
2794-XIMMO,Male,2/16/1989,Married,0,Collage,950,11
3902-FOIGH,Male,12/16/1952,Married,0,University,950,2
2027-CWDNU,Male,10/22/1956,Married,1,University,950,47
6937-GCDGQ,Male,8/23/1952,Married,1,Collage,950,39
2905-KFQUV,Female,3/13/1954,Divorced,0,University,950,23
0142-GVYSN,Male,2/1/1965,Single,0,High school,950,20
7718-UPSKJ,Female,3/16/1951,Divorced,0,University,950,44
1658-BYGOY,Male,10/17/1952,Divorced,2,University,950,47
1352-HNSAW,Female,1/30/1960,Divorced,3,University,950,3
8108-UXRQN,Female,9/23/1966,Married,4,Collage,950,6
8859-DZTGQ,Male,3/1/1958,Divorced,0,High school,950,42
8966-SNIZF,Female,11/4/1973,Married,3,High school,950,15
6584-VQMYT,Male,5/24/1955,Married,1,Collage,950,44
9565-FLVCG,Male,3/30/1963,Married,1,Collage,950,15
3001-UNBTL,Male,7/12/1966,Married,1,University,950,46
1640-PLFMP,Female,4/4/1990,Divorced,0,University,950,11
9867-XOBQA,Female,10/3/2000,Single,1,Collage,950,47
8976-OQHGT,Female,6/15/1953,Divorced,1,Collage,950,7
6778-YSNIH,Female,7/20/1953,Married,3,Collage,950,28
5016-ETTFF,Male,7/16/1959,Single,0,Collage,950,27
2789-CZANW,Female,12/1/1982,Divorced,1,University,950,23
1921-KYSAY,Female,8/12/1987,Divorced,1,Collage,950,2
1157-BQCUW,Male,9/26/1989,Single,5,University,950,3
6145-NNPNO,Female,1/10/2005,Single,0,Collage,950,34
3512-IZIKN,Female,10/3/1953,Married,0,Collage,950,21
6898-RBTLU,Female,4/5/1980,Married,1,Collage,950,15
9986-BONCE,Female,4/1/1986,Single,0,High school,950,10
5196-SGOAK,Female,6/9/1985,Married,0,University,950,6
2012-NWRPA,Female,2/3/1971,Married,0,University,950,11
9501-UKKNL,Male,6/26/1950,Divorced,0,Collage,950,15
8782-NUUOL,Male,8/16/1950,Married,0,Collage,950,12
3714-JTVOV,Female,3/19/1955,Married,0,University,950,3
8590-OHDIW,Female,4/4/1997,Married,1,High school,950,33
8225-BTJAU,Male,4/30/1969,Single,0,University,950,38
2829-HYVZP,Male,10/30/1982,Single,3,High school,950,37
7245-NIIWQ,Female,4/16/1952,Divorced,0,University,950,2
7025-IWFHT,Male,10/25/1952,Married,0,University,950,49
7876-BEUTG,Female,2/14/1955,Single,0,Collage,950,10
4957-TIALW,Female,3/29/1955,Married,1,Collage,950,3
7113-HIPFI,Male,11/17/1955,Married,1,Collage,950,4
9386-LDCZR,Male,11/9/1973,Married,0,University,950,41
9909-DFRJA,Female,4/3/1989,Married,0,University,950,42
0123-CRBRT,Female,2/16/1961,Divorced,4,Collage,950,16
4274-OWWYO,Male,9/16/1969,Married,0,University,950,49
2834-JRTUA,Male,7/12/1988,Divorced,3,University,950,42
8780-IXSTS,Female,10/21/1998,Single,0,University,950,19
1579-KLYDT,Male,4/28/1950,Single,4,University,950,29
4334-HOWRP,Male,5/24/1951,Married,0,Collage,950,10
4086-YQSNZ,Female,9/21/1952,Divorced,5,University,950,25
0927-LCSMG,Male,8/21/1953,Married,2,University,950,4
2419-FSORS,Male,8/30/1955,Divorced,0,University,950,49
7608-RGIRO,Male,3/24/1959,Married,1,High school,950,37
2984-TBYKU,Male,9/28/1982,Divorced,1,University,950,37
0230-WEQUW,Male,10/31/1955,Married,1,Collage,950,16
1077-HUUJM,Female,12/18/1977,Divorced,1,University,950,48
6972-SNKKW,Female,4/2/1979,Single,0,High school,950,35
0739-UUAJR,Female,1/4/1963,Married,1,Collage,950,46
4987-GQWPO,Male,6/29/1994,Single,0,Collage,950,10
3694-GLTJM,Female,4/18/1950,Married,0,High school,950,47
1730-ZMAME,Female,1/30/1953,Divorced,0,University,950,13
2230-XTUWL,Female,2/19/1955,Married,1,High school,950,16
0810-BDHAW,Female,6/28/1960,Married,3,Collage,950,11
5485-WUYWF,Male,10/22/1954,Married,0,Collage,950,48
2860-RANUS,Female,10/11/1960,Divorced,0,University,950,4
3808-HFKDE,Female,5/18/1982,Married,2,Collage,950,47
4895-TMWIR,Male,3/3/1985,Divorced,5,High school,950,12
4102-HLENU,Female,3/24/1988,Married,1,Collage,950,42
2522-WLNSF,Female,2/7/1976,Married,0,Collage,950,22
1855-CFULU,Female,4/20/1954,Married,0,High school,950,48
4439-YRNVD,Female,2/9/1955,Married,0,Collage,950,28
5049-GLYVG,Male,6/13/1984,Divorced,0,High school,950,30
1336-EZFZY,Female,6/25/1987,Married,0,High school,950,49
0988-JRWWP,Female,1/3/1988,Single,0,Collage,950,11
2324-AALNO,Female,4/23/1989,Married,2,High school,950,3
2568-OIADY,Female,10/25/1953,Married,0,University,950,30
3946-JEWRQ,Male,10/20/1972,Married,1,University,950,8
5336-UFNZP,Female,2/11/1953,Divorced,1,University,950,29
7781-EWARA,Male,5/10/1993,Married,1,Collage,950,34
6467-CHFZW,Male,2/6/1953,Married,5,University,950,31
0362-ZBZWJ,Male,1/6/1954,Divorced,0,University,950,49
7742-MYPGI,Female,3/13/1975,Divorced,1,Collage,950,17
3780-DDGSE,Male,5/25/1993,Married,1,Collage,950,30
0942-KOWSM,Female,4/20/1989,Married,3,Collage,950,31
2754-VDLTR,Male,8/29/1980,Single,1,University,950,34
5730-DBDSI,Male,12/26/1986,Single,2,High school,950,6
3230-WYKIR,Male,9/19/1969,Single,0,Collage,950,14
2101-RANCD,Female,7/11/1973,Single,0,University,950,31
1173-XZPYF,Female,11/5/1955,Divorced,0,University,950,8
4566-QVRRW,Female,3/26/1967,Divorced,2,Collage,950,4
0129-QMPDR,Male,2/1/1968,Married,3,High school,950,42
9940-HPQPG,Female,11/29/1951,Married,0,University,950,35
8017-UVSZU,Female,10/9/1952,Married,3,Collage,950,8
2519-FAKOD,Male,7/10/1965,Divorced,1,University,950,26
4523-WXCEF,Female,8/16/1987,Divorced,0,University,950,7
2509-TFPJU,Male,8/7/1989,Married,0,High school,950,32
5294-IMHHT,Male,5/24/1997,Divorced,0,University,950,38
3049-NDXFL,Female,7/3/1951,Married,3,University,950,13
8687-BAFGU,Male,5/15/1950,Divorced,0,University,950,41
6481-OGDOO,Male,8/29/1954,Divorced,2,University,950,39
6615-ZGEDR,Male,2/20/1955,Single,0,High school,950,32
9786-YWNHU,Female,8/21/1950,Married,1,Collage,950,25
3720-DBRWL,Male,3/8/2000,Married,0,Collage,950,5
2845-KDHVX,Female,9/8/2002,Married,0,Collage,950,9
8919-FYFQZ,Male,1/29/1952,Married,5,Collage,950,19
3061-BCKYI,Male,12/17/2004,Single,3,High school,950,32
3177-LASXD,Female,9/30/1950,Single,1,University,950,22
6437-UDQJM,Female,12/22/1987,Divorced,0,Collage,950,45
7883-ROJOC,Female,6/14/1950,Married,0,Collage,950,41
8069-YQQAJ,Male,6/27/1959,Married,1,Collage,950,19
7410-KTVFV,Male,5/26/1988,Married,0,Collage,950,17
0512-FLFDW,Female,11/12/1994,Divorced,0,University,950,12
4707-MAXGU,Male,7/26/1977,Married,0,High school,950,31
6680-WKXRZ,Female,10/11/1983,Divorced,1,University,950,11
5429-LWCMV,Female,12/20/1953,Divorced,0,University,950,37
9298-WGMRW,Female,2/5/1971,Divorced,0,University,950,29
0022-TCJCI,Male,11/7/1984,Married,0,Collage,950,30
6100-QQHEB,Male,9/20/1997,Married,1,University,950,47
4006-HKYHO,Male,11/27/1999,Single,0,Collage,950,30
1423-BMPBQ,Female,5/19/1952,Divorced,5,High school,950,41
0191-ZHSKZ,Male,11/15/1977,Married,4,Collage,1000,34
7901-TBKJX,Male,9/28/1981,Single,1,University,1000,40
5311-IHLEI,Male,1/17/1998,Single,0,Collage,1000,25
2452-MRMZF,Female,8/11/2000,Married,0,High school,1000,14
6664-FPDAC,Female,6/12/1959,Married,0,University,1000,14
0725-CXOTM,Female,7/15/1984,Married,0,Collage,1000,48
5931-FLJJF,Male,11/8/1989,Divorced,0,University,1000,33
4940-KHCWD,Female,9/7/1957,Married,0,Collage,1000,23
9317-WZPGV,Female,10/24/1958,Married,0,University,1000,33
9348-ROUAI,Female,1/4/1982,Divorced,1,Collage,1000,40
5804-JMYIO,Female,11/18/1968,Married,1,High school,1000,37
6734-PSBAW,Male,1/27/1971,Married,2,High school,1000,47
2778-OCLGR,Male,1/14/1972,Married,0,Collage,1000,18
3092-IGHWF,Male,4/18/1983,Divorced,4,University,1000,4
3084-DOWLE,Female,4/23/1986,Divorced,5,Collage,1000,25
6999-CHVCF,Male,11/15/1985,Single,0,University,1000,29
8495-PRWFH,Female,3/12/1988,Married,0,Collage,1000,48
0719-SYFRB,Female,6/15/1999,Single,5,Collage,1000,12
9435-JMLSX,Male,8/10/1963,Divorced,0,Collage,1000,46
1215-EXRMO,Male,12/12/1964,Married,0,High school,1000,45
5727-MYATE,Male,6/7/1964,Divorced,1,Collage,1000,32
3902-MIVLE,Male,1/19/1970,Married,2,Collage,1000,20
3969-GYXEL,Female,12/29/1973,Divorced,0,University,1000,4
2135-RXIHG,Male,11/17/1997,Single,4,Collage,1000,30
1852-QSWCD,Male,1/10/2000,Married,1,High school,1000,16
0447-RXSGD,Male,1/31/1965,Single,0,University,1000,5
9825-YCXWZ,Female,4/24/1981,Single,0,University,1000,42
6953-PBDIN,Male,8/13/1985,Divorced,0,Collage,1000,15
3757-NJYBX,Male,6/17/1963,Married,0,University,1000,1
7271-AJDTL,Female,3/22/1990,Divorced,0,University,1000,44
4385-ZKVNW,Male,12/4/2000,Married,1,Collage,1000,45
0635-WKOLD,Male,6/1/1957,Married,0,Collage,1000,34
0327-WFZSY,Male,3/2/1960,Married,1,University,1000,18
1131-SUEKT,Male,11/6/1996,Divorced,5,University,1000,50
4343-EJVQB,Male,10/5/1984,Married,0,University,1000,11
5569-IDSEY,Male,3/14/1975,Divorced,0,University,1000,38
9450-TRJUU,Male,6/9/1988,Single,4,University,1000,37
0336-PIKEI,Male,5/1/1965,Divorced,0,Collage,1000,42
9659-QEQSY,Female,12/24/1978,Divorced,3,University,1000,4
6729-FZWSY,Male,1/27/1999,Single,0,High school,1000,42
5370-IIVVL,Male,3/13/1977,Divorced,3,University,1000,17
4986-MXSFP,Female,10/25/1977,Single,0,High school,1000,22
7534-BFESC,Male,10/28/1995,Married,5,University,1000,44
6663-JOCQO,Male,1/5/1970,Married,3,Collage,1000,40
3594-UVONA,Female,7/22/1957,Divorced,0,Collage,1000,23
5527-ACHSO,Female,8/14/1965,Single,0,Collage,1000,45
6583-KQJLK,Female,5/19/1985,Married,0,University,1000,27
8640-SDGKB,Male,9/16/1998,Single,1,Collage,1000,36
2081-KJSQF,Male,3/10/1958,Married,0,High school,1000,35
4277-UDIEF,Male,4/21/1991,Married,1,Collage,1000,28
0839-JTCUD,Female,1/22/1972,Divorced,1,Collage,1000,34
3945-GFWQL,Female,5/16/1979,Married,1,Collage,1000,38
6635-CPNUN,Male,6/8/1988,Married,0,University,1000,14
7950-XWOVN,Male,3/25/1969,Single,0,Collage,1000,25
8871-JLMHM,Female,8/28/1978,Divorced,0,University,1000,6
3190-ITQXP,Female,7/21/1993,Married,1,High school,1000,30
3605-JISKB,Male,9/2/2000,Married,0,Collage,1000,1
1764-VUUMT,Male,8/23/1957,Divorced,2,High school,1000,18
7916-VCCPB,Female,7/12/1958,Married,4,University,1000,19
1100-DDVRV,Male,10/30/1960,Married,0,Collage,1000,37
9496-IVVRP,Female,4/13/1961,Married,1,Collage,1000,50
3629-WEAAM,Female,8/31/1969,Married,0,Collage,1000,20
6656-JWRQX,Female,5/30/1976,Married,0,Collage,1000,44
4154-AQUGT,Male,2/25/1971,Married,3,University,1000,43
7610-TVOPG,Male,12/22/1992,Divorced,0,High school,1000,2
5043-TRZWM,Female,3/8/1971,Married,0,University,1000,2
9074-KGVOX,Male,5/27/1972,Married,1,Collage,1000,2
0562-KBDVM,Female,8/26/1973,Divorced,4,Collage,1000,45
3669-LVWZB,Male,9/26/1993,Divorced,0,Collage,1000,10
3027-YNWZU,Female,10/5/1961,Married,0,High school,1000,36
3043-SUDUA,Female,12/30/1981,Married,0,High school,1000,42
9418-RUKPH,Female,1/6/1970,Married,1,High school,1000,3
8778-LMWTJ,Female,9/13/1999,Single,0,University,1000,26
5481-NTDOH,Female,4/27/1967,Divorced,0,University,1000,30
4536-PLEQY,Male,1/8/1988,Married,0,University,1000,8
1022-RKXDR,Female,6/30/1979,Divorced,5,High school,1000,50
2585-KTFRE,Male,11/24/1997,Single,1,Collage,1000,39
9506-UXUSK,Male,11/10/1959,Divorced,0,University,1000,34
8884-MRNSU,Male,9/3/1975,Divorced,1,High school,1000,16
0362-RAOQO,Female,1/17/1984,Married,0,High school,1000,12
0129-KPTWJ,Male,8/20/1985,Divorced,0,University,1000,42
3278-FSIXX,Female,7/29/1982,Married,0,Collage,1000,49
1849-RJYIG,Female,1/19/1973,Single,0,Collage,1000,22
0774-RMNUW,Female,8/16/1966,Married,1,Collage,1000,40
2446-PLQVO,Male,2/17/1989,Divorced,0,University,1000,37
0771-CHWSK,Male,5/12/1972,Single,0,Collage,1000,21
8387-UGUSU,Female,6/23/1959,Divorced,1,High school,1000,30
4464-JCOLN,Male,5/22/1969,Divorced,5,High school,1000,24
4695-WJZUE,Female,11/21/1985,Married,0,University,1000,8
3389-KTRXV,Female,11/30/1967,Married,1,High school,1000,4
3915-ODIYG,Male,5/10/1967,Single,0,Collage,1000,22
2369-UAPKZ,Male,9/12/1961,Single,0,University,1000,41
0442-TDYUO,Male,2/2/1966,Married,0,High school,1000,23
9495-SKLKD,Male,6/12/1980,Married,3,University,1000,30
4732-RRJZC,Male,2/7/1958,Divorced,1,High school,1000,16
8204-YJCLA,Male,8/12/1970,Married,3,Collage,1000,10
0298-XACET,Male,8/18/1994,Married,1,Collage,1000,26
0320-DWVTU,Female,9/23/1995,Single,0,University,1000,24
3312-ZWLGF,Male,4/8/1956,Married,0,University,1000,23
3810-PJUHR,Male,10/12/1961,Married,1,High school,1000,42
1399-OUPJN,Female,2/10/1992,Married,1,High school,1000,11
7516-GMHUV,Male,1/9/1990,Divorced,0,University,1000,39
9867-NNXLC,Female,5/11/1956,Divorced,0,High school,1000,48
3407-QGWLG,Male,3/9/2001,Single,1,High school,1000,49
6060-DRTNL,Female,11/26/1978,Single,0,University,1000,4
7638-QVMVY,Female,9/8/2001,Single,0,University,1000,20
9725-SCPZG,Male,5/10/1963,Married,1,University,1000,26
7410-OIEDU,Male,8/28/1980,Single,3,University,1000,27
3801-HMYNL,Male,9/23/1980,Divorced,1,University,1000,33
4779-ZGICK,Male,5/13/1988,Married,1,High school,1000,13
3671-SHRSP,Male,1/10/1959,Divorced,1,University,1000,50
4580-TMHJU,Female,2/9/1960,Married,5,Collage,1000,11
7134-MJPDY,Female,4/28/2000,Single,3,University,1000,33
9972-NKTFD,Female,6/8/2000,Single,0,Collage,1000,15
6240-EURKS,Female,1/23/1983,Single,4,Collage,1000,7
0277-ORXQS,Male,4/16/1993,Married,1,Collage,1000,49
2982-IHMFT,Female,7/24/1960,Married,0,University,1000,28
9944-AEXBM,Male,11/14/1968,Divorced,5,University,1000,5
1760-CAZHT,Male,2/18/1973,Single,1,High school,1000,9
2242-MFOTG,Male,1/24/1985,Married,0,University,1000,6
0623-EJQEG,Male,12/30/1994,Single,0,University,1000,49
7752-XUSCI,Female,1/17/1957,Divorced,2,University,1000,30
0487-CRLZF,Female,11/3/1974,Divorced,0,Collage,1000,2
8713-IGZSO,Male,7/26/1984,Divorced,4,High school,1000,37
1086-LXKFY,Female,1/28/1986,Divorced,1,University,1000,15
3563-SVYLG,Male,4/8/1964,Married,1,Collage,1000,12
3812-LRZIR,Female,11/2/1964,Married,1,High school,1000,27
4009-ALQFH,Female,3/27/1997,Married,0,University,1000,35
4256-ZWTZI,Female,12/16/1975,Single,1,Collage,1000,48
0644-OQMDK,Male,9/16/1983,Married,0,University,1000,34
0436-TWFFZ,Female,9/11/2005,Single,0,High school,1000,44
5313-FPXWG,Male,3/21/1997,Divorced,3,High school,1000,5
3889-VWBID,Male,7/20/1999,Divorced,1,Collage,1000,17
3709-OIJEA,Male,11/20/2000,Single,0,University,1000,21
4325-NFSKC,Male,11/16/2002,Single,0,University,1000,37
7551-JOHTI,Female,8/29/1992,Divorced,5,High school,1000,25
6166-ILMNY,Female,3/3/2000,Single,4,University,1000,19
6859-RKMZJ,Male,1/4/1972,Married,0,Collage,1000,47
7337-CINUD,Female,11/7/1987,Divorced,1,High school,1000,10
7241-AJHFS,Male,5/1/1994,Married,5,University,1000,17
8155-IBNHG,Female,4/30/1975,Married,0,University,1000,31
4223-BKEOR,Female,12/6/1988,Divorced,1,Collage,1000,47
8344-WFMFH,Male,11/24/1992,Single,1,Collage,1000,3
5846-NEQVZ,Male,2/3/1995,Married,4,Collage,1000,23
3638-WEABW,Female,1/6/2003,Married,5,Collage,1000,31
1096-ADRUX,Female,5/17/1967,Married,3,University,1000,5
3319-DWOEP,Male,1/12/1965,Married,0,University,1000,20
9094-AZPHK,Female,9/3/1959,Divorced,4,University,1000,19
8229-MYEJZ,Female,5/20/1986,Single,2,Collage,1000,16
3489-HHPFY,Female,7/6/1982,Divorced,0,University,1000,13
5996-NRVXR,Male,12/18/1994,Married,0,University,1000,38
9134-WYRVP,Male,1/22/1956,Divorced,0,University,1000,48
7349-ALMUX,Male,8/26/1968,Divorced,0,Collage,1000,50
9938-TKDGL,Male,1/13/1991,Divorced,1,University,1000,26
5802-ADBRC,Female,7/30/1956,Divorced,0,University,1000,15
7615-ESMYF,Female,5/1/1977,Divorced,4,Collage,1000,45
2867-UIMSS,Male,2/22/1982,Single,0,University,1000,25
1016-DJTSV,Male,6/27/2002,Single,0,University,1000,15
4088-YLDSU,Male,4/12/1989,Divorced,0,University,1000,23
7479-NITWS,Male,9/29/1986,Married,0,University,1000,23
9793-WECQC,Male,7/2/1994,Married,1,University,1000,10
6892-XPFPU,Male,6/8/1996,Married,0,University,1000,19
1080-BWSYE,Male,12/21/1977,Married,0,High school,1000,43
3227-WLKLI,Female,5/28/1978,Divorced,1,Collage,1000,7
5349-AZPEW,Female,7/13/1982,Divorced,4,Collage,1000,29
2272-WUSPA,Female,8/28/1971,Divorced,0,University,1000,24
2725-IWWBA,Male,6/1/1978,Married,1,Collage,1000,29
8766-PAFNE,Male,11/25/1990,Divorced,0,Collage,1000,24
1429-UYJSV,Female,10/25/1958,Married,0,High school,1000,18
5373-SFODM,Male,3/6/1972,Married,0,University,1000,50
1334-FJSVR,Male,10/14/1973,Single,0,Collage,1000,13
4560-WQAQW,Female,4/10/1986,Divorced,0,Collage,1000,40
3374-TTZTK,Male,7/29/1972,Divorced,0,University,1000,26
6651-AZVTJ,Male,12/7/1980,Married,1,University,1000,22
7860-KSUGX,Male,8/16/1986,Married,4,Collage,1000,44
4002-BQWPQ,Male,4/3/1969,Single,5,Collage,1000,10
1501-SGHBW,Male,10/27/1978,Single,0,Collage,1000,6
5322-ZSMZY,Male,5/14/1975,Married,1,High school,1000,16
4616-ULAOA,Female,7/11/1985,Divorced,1,University,1000,10
8468-EHYJA,Female,12/9/1996,Divorced,0,University,1000,49
7435-ZNUYY,Male,1/25/1976,Divorced,0,High school,1000,16
1686-STUHN,Male,5/25/1965,Married,0,High school,1000,24
5546-QUERU,Male,1/27/1982,Married,0,High school,1000,40
1004-NOZNR,Male,3/2/1965,Divorced,4,University,1000,26
2091-GPPIQ,Female,8/14/1968,Divorced,3,Collage,1000,22
6894-LFHLY,Male,8/26/1995,Single,0,University,1000,45
0899-LIIBW,Male,10/19/1987,Married,0,University,1000,1
7593-XFKDI,Male,5/18/1989,Single,0,Collage,1000,43
6060-QBMGV,Male,5/11/1997,Married,0,High school,1000,43
3896-ZVNET,Female,3/23/1963,Married,1,High school,1000,29
6476-EPYZR,Male,9/18/1963,Divorced,1,High school,1000,18
6313-GIDIT,Male,3/19/1978,Single,0,Collage,1000,50
0943-ZQPXH,Male,12/23/1994,Married,1,University,1000,49
2162-FRZAA,Male,2/21/1997,Married,1,Collage,1000,48
